transcript_id	genome_ribo_reads	genome_rna_reads	txome_ribo_reads	txome_rna_reads
ENST00000264414.9	1544	294	1527	224
ENST00000264424.12	4	1	3	0
ENST00000264428.9	117	6	114	3
ENST00000264433.11	106	19	103	14
ENST00000264434.6	77	13	72	10
ENST00000264436.9	49	9	46	7
ENST00000264444.7	107	5	102	3
ENST00000264449.14	14	0	13	0
ENST00000264451.12	800	107	756	71
ENST00000264454.8	417	32	339	28
ENST00000264463.8	0	0	0	0
ENST00000264474.4	12	0	12	0
ENST00000264485.11	50	7	48	6
ENST00000264499.9	469	23	459	20
ENST00000264501.8	608	160	592	114
ENST00000264515.11	769	53	757	45
ENST00000264538.4	428	64	438	53
ENST00000264552.14	121	51	761	663
ENST00000264553.6	1	0	1	0
ENST00000264554.10	0	0	0	0
ENST00000264555.10	440	131	411	111
ENST00000264563.7	205	41	191	32
ENST00000264595.7	442	27	439	21
ENST00000264596.4	652	51	566	34
ENST00000264601.8	4	0	4	0
ENST00000264605.8	10	0	9	0
ENST00000264607.9	277	60	265	50
ENST00000264613.11	0	0	0	0
ENST00000264634.8	1501	265	1295	161
ENST00000264638.9	857	134	833	109
ENST00000264639.9	1510	361	1484	287
ENST00000264645.12	997	246	992	184
ENST00000264651.3	0	0	0	0
ENST00000264657.9	2014	364	1958	294
ENST00000264658.11	301	27	300	19
ENST00000264661.4	1	0	1	0
ENST00000264663.9	1651	394	1615	297
ENST00000264664.5	2	3	2	2
ENST00000264669.10	837	62	795	45
ENST00000264670.11	2732	942	2654	706
ENST00000264689.11	367	35	365	25
ENST00000264690.11	0	0	0	0
ENST00000264703.4	1	0	0	0
ENST00000264705.9	1830	368	1809	292
ENST00000264709.7	407	41	407	38
ENST00000264710.5	762	76	759	56
ENST00000264711.7	14	0	15	0
ENST00000264712.8	78	32	76	24
ENST00000264716.9	416	84	393	69
ENST00000264717.7	0	0	0	0
ENST00000264734.2	1	0	1	0
ENST00000264735.4	16	10	15	7
ENST00000264741.10	1	0	1	0
ENST00000264771.9	172	29	169	16
ENST00000264773.7	5	1	5	1
ENST00000264784.8	19	0	17	0
ENST00000264805.9	129	8	126	5
ENST00000264808.7	84	7	80	9
ENST00000264819.6	199	32	189	24
ENST00000264824.5	1	0	1	0
ENST00000264827.9	195	57	188	54
ENST00000264828.4	87	14	84	11
ENST00000264832.8	356	37	350	28
ENST00000264833.8	202	16	188	13
ENST00000264834.6	3	0	1	0
ENST00000264848.9	109	9	106	6
ENST00000264852.8	0	0	0	0
ENST00000264864.8	397	43	374	38
ENST00000264866.9	389	28	385	20
ENST00000264867.7	179	32	176	23
ENST00000264870.8	1	0	0	0
ENST00000264883.8	881	81	840	61
ENST00000264888.6	0	0	0	0
ENST00000264893.10	1270	173	1189	118
ENST00000264896.8	1288	157	1309	126
ENST00000264908.11	1148	185	1114	150
ENST00000264914.10	509	44	469	35
ENST00000264917.10	16	0	4	0
ENST00000264926.7	700	56	682	40
ENST00000264930.10	203	22	179	15
ENST00000264932.11	489	237	233	40
ENST00000264933.9	1001	443	36	17
ENST00000264935.6	467	96	448	78
ENST00000264938.8	0	20	0	13
ENST00000264952.2	0	4	0	3
ENST00000264954.5	608	110	595	86
ENST00000264956.11	98	50	87	37
ENST00000264963.8	498	28	479	24
ENST00000264968.7	0	0	0	0
ENST00000264972.9	0	1	0	0
ENST00000264990.11	329	56	15	0
ENST00000264992.7	155	25	154	14
ENST00000264993.7	622	111	638	97
ENST00000264995.8	1002	368	1549	340
ENST00000265000.9	1254	140	1247	106
ENST00000265007.11	0	0	1	0
ENST00000265012.4	73	4	73	3
ENST00000265016.9	5	7	5	5
ENST00000265018.4	4	1	3	0
ENST00000265022.8	0	0	0	0
ENST00000265026.8	17	4	17	4
ENST00000265029.8	0	0	0	0
ENST00000265036.10	547	100	538	72
ENST00000265038.9	282	24	275	18
ENST00000265044.6	928	221	1076	182
ENST00000265056.12	2131	573	2055	409
ENST00000265062.8	1080	188	1032	143
ENST00000265069.13	1930	489	1898	350
ENST00000265070.7	1095	258	1074	214
ENST00000265071.3	597	43	566	30
ENST00000265073.9	574	275	1019	272
ENST00000265074.13	1968	488	1888	377
ENST00000265080.9	17	3	17	1
ENST00000265081.7	756	73	735	47
ENST00000265085.10	138	11	122	7
ENST00000265087.8	943	219	912	178
ENST00000265097.9	30	4	947	124
ENST00000265104.4	152	20	147	14
ENST00000265107.9	1164	207	1283	176
ENST00000265112.7	3721	1922	3562	1368
ENST00000265113.9	24	0	21	0
ENST00000265132.8	56	0	56	0
ENST00000265136.12	1036	259	1040	210
ENST00000265138.4	516	68	498	50
ENST00000265140.10	1467	220	1460	170
ENST00000265148.9	2073	414	1978	284
ENST00000265154.6	0	0	0	0
ENST00000265162.10	0	0	0	0
ENST00000265164.7	259	23	249	21
ENST00000265165.6	0	0	0	0
ENST00000265171.10	55	5	50	5
ENST00000265174.5	1283	214	1228	171
ENST00000265175.5	768	97	753	71
ENST00000265191.4	0	0	0	0
ENST00000265195.9	593	84	578	57
ENST00000265224.9	2	0	2	0
ENST00000265239.11	135	19	134	10
ENST00000265245.10	1159	236	1101	181
ENST00000265260.8	416	125	749	115
ENST00000265271.7	134	16	144	16
ENST00000265293.8	417	203	400	158
ENST00000265295.9	1833	454	1735	322
ENST00000265299.6	137	8	4	0
ENST00000265310.6	0	0	0	0
ENST00000265316.9	1117	215	1100	170
ENST00000265322.8	212	8	207	5
ENST00000265334.9	65	8	57	4
ENST00000265339.7	575	76	522	53
ENST00000265340.12	561	339	464	251
ENST00000265342.12	175	25	174	21
ENST00000265343.10	1400	153	1375	111
ENST00000265348.9	383	97	346	63
ENST00000265350.9	308	37	299	32
ENST00000265351.12	1541	225	1511	162
ENST00000265354.6	391	143	377	106
ENST00000265361.8	2171	339	2038	250
ENST00000265362.9	426	19	413	14
ENST00000265371.8	896	85	880	67
ENST00000265379.10	0	0	0	0
ENST00000265381.7	2	0	2	0
ENST00000265382.8	35	2	32	1
ENST00000265388.9	1428	229	1448	175
ENST00000265395.7	923	129	931	105
ENST00000265403.12	0	0	0	0
ENST00000265404.7	0	0	0	0
ENST00000265421.9	252	21	249	15
ENST00000265431.7	0	0	0	0
ENST00000265433.8	1001	88	959	66
ENST00000265440.12	0	0	0	0
ENST00000265441.8	0	0	0	0
ENST00000265462.9	882	407	876	315
ENST00000265465.8	44	28	54	33
ENST00000265471.10	210	47	378	90
ENST00000265512.11	0	1	0	0
ENST00000265560.9	595	94	577	73
ENST00000265562.5	616	134	598	102
ENST00000265563.13	908	102	881	72
ENST00000265564.8	662	153	642	99
ENST00000265565.10	807	180	783	139
ENST00000265593.9	155	27	151	19
ENST00000265594.9	466	99	456	77
ENST00000265598.8	4	0	4	0
ENST00000265602.11	557	102	541	74
ENST00000265605.7	2	0	2	0
ENST00000265616.10	325	28	311	19
ENST00000265627.10	0	0	0	0
ENST00000265631.10	1378	185	1340	146
ENST00000265634.4	0	0	0	0
ENST00000265641.10	1684	191	1612	163
ENST00000265643.4	381	95	363	82
ENST00000265651.8	691	41	692	36
ENST00000265686.8	431	75	410	50
ENST00000265689.9	523	44	522	32
ENST00000265707.10	0	0	0	0
ENST00000265708.9	0	0	0	0
ENST00000265713.8	611	78	591	51
ENST00000265717.5	61	1	58	1
ENST00000265720.8	35	7	35	7
ENST00000265727.11	187	32	184	27
ENST00000265728.6	348	64	749	85
ENST00000265729.7	916	215	1025	173
ENST00000265732.10	285	27	345	22
ENST00000265742.8	572	170	568	123
ENST00000265748.7	2603	753	2502	562
ENST00000265758.7	978	302	967	266
ENST00000265769.9	1	0	0	0
ENST00000265770.11	0	0	0	0
ENST00000265806.11	234	108	221	71
ENST00000265807.8	789	116	759	85
ENST00000265825.6	0	0	0	0
ENST00000265827.8	422	15	407	14
ENST00000265838.9	1039	142	1030	112
ENST00000265840.12	0	0	0	0
ENST00000265843.9	65	10	63	7
ENST00000265846.10	9	1	9	2
ENST00000265849.12	346	56	792	105
ENST00000265857.8	444	72	438	64
ENST00000265866.11	1154	436	1081	308
ENST00000265872.11	1694	492	1660	376
ENST00000265896.10	985	132	963	107
ENST00000265909.8	339	88	375	62
ENST00000265922.8	0	0	0	0
ENST00000265960.8	871	263	864	201
ENST00000265963.9	508	61	598	51
ENST00000265965.10	142	24	127	19
ENST00000265969.8	0	0	0	0
ENST00000265970.11	1150	100	1117	72
ENST00000265981.7	158	40	191	28
ENST00000265983.8	0	0	0	0
ENST00000265986.11	1303	172	1289	128
ENST00000265990.11	711	172	706	132
ENST00000266000.10	608	258	458	165
ENST00000266014.10	679	75	669	58
ENST00000266022.9	727	205	692	162
ENST00000266025.4	409	62	400	48
ENST00000266031.8	91	4	90	4
ENST00000266037.10	43	0	43	0
ENST00000266041.9	1	0	0	0
ENST00000266058.9	0	3	0	0
ENST00000266066.4	0	0	0	0
ENST00000266068.5	307	39	270	30
ENST00000266069.5	558	69	556	61
ENST00000266070.8	1060	356	1028	284
ENST00000266077.5	436	191	410	159
ENST00000266079.5	2102	696	2048	563
ENST00000266085.6	540	39	513	25
ENST00000266086.5	0	0	0	0
ENST00000266087.12	887	122	864	90
ENST00000266088.9	0	0	0	0
ENST00000266126.10	495	50	487	37
ENST00000266182.10	0	0	0	0
ENST00000266254.12	110	11	109	12
ENST00000266263.10	251	46	242	41
ENST00000266269.10	322	59	299	47
ENST00000266304.9	93	12	88	9
ENST00000266383.10	6	0	6	0
ENST00000266395.3	0	0	0	0
ENST00000266397.7	0	0	0	0
ENST00000266458.10	331	51	454	53
ENST00000266483.7	252	6	53	0
ENST00000266503.9	61	22	61	12
ENST00000266509.6	3	1	1	1
ENST00000266517.9	582	40	576	28
ENST00000266529.8	441	95	511	74
ENST00000266534.8	85	3	83	2
ENST00000266542.9	275	55	252	35
ENST00000266544.10	166	30	279	38
ENST00000266546.11	275	80	269	68
ENST00000266556.8	80	6	77	4
ENST00000266557.3	0	3	0	3
ENST00000266560.8	2	3	0	3
ENST00000266579.9	3	0	2	0
ENST00000266581.4	672	120	657	93
ENST00000266594.4	2	1	1	0
ENST00000266604.7	46	7	106	20
ENST00000266643.6	36	6	32	0
ENST00000266646.3	39	3	39	2
ENST00000266659.8	1090	128	1074	84
ENST00000266671.9	63	5	60	5
ENST00000266673.10	477	34	472	26
ENST00000266674.10	152	9	149	9
ENST00000266679.8	1244	245	1204	192
ENST00000266682.10	642	22	621	15
ENST00000266712.11	1415	68	1387	53
ENST00000266718.5	619	30	601	22
ENST00000266719.3	0	0	0	0
ENST00000266732.8	1776	280	1691	208
ENST00000266735.9	307	102	479	125
ENST00000266736.7	17	0	17	0
ENST00000266742.9	877	66	866	52
ENST00000266744.4	0	0	0	0
ENST00000266771.10	488	19	462	20
ENST00000266943.11	14	1	14	1
ENST00000266970.9	1180	190	1114	140
ENST00000266980.8	0	0	0	0
ENST00000266987.7	257	54	256	35
ENST00000267017.3	0	0	0	0
ENST00000267068.5	855	120	824	85
ENST00000267082.10	0	0	0	0
ENST00000267101.8	6	4	7	2
ENST00000267102.12	82	15	79	12
ENST00000267103.10	664	126	634	92
ENST00000267116.8	1147	166	1105	129
ENST00000267119.6	0	0	0	0
ENST00000267163.5	1556	143	1556	119
ENST00000267199.9	88	12	89	11
ENST00000267202.7	293	53	287	42
ENST00000267205.7	242	53	228	18
ENST00000267229.11	1190	177	1164	138
ENST00000267260.5	0	0	0	0
ENST00000267273.6	0	0	0	0
ENST00000267291.7	0	0	0	0
ENST00000267294.4	61	4	51	2
ENST00000267328.5	586	60	577	53
ENST00000267339.6	421	72	394	51
ENST00000267377.3	248	11	227	9
ENST00000267396.9	1	0	1	0
ENST00000267406.11	2	3	2	2
ENST00000267415.12	352	84	336	69
ENST00000267425.8	654	151	619	108
ENST00000267426.5	0	0	0	0
ENST00000267430.10	387	46	380	37
ENST00000267436.9	345	19	335	12
ENST00000267460.9	252	16	253	12
ENST00000267485.7	6	1	6	0
ENST00000267488.8	379	24	371	14
ENST00000267549.5	0	0	0	0
ENST00000267584.9	11	3	8	2
ENST00000267615.11	237	39	241	32
ENST00000267622.8	832	113	866	94
ENST00000267750.9	606	122	604	96
ENST00000267807.11	102	11	70	5
ENST00000267812.4	876	246	867	186
ENST00000267814.14	193	54	934	130
ENST00000267838.7	135	11	130	7
ENST00000267842.10	164	16	161	13
ENST00000267843.9	0	2	0	0
ENST00000267845.8	0	0	0	0
ENST00000267853.10	3	0	3	0
ENST00000267859.8	778	96	765	73
ENST00000267868.8	541	47	553	31
ENST00000267884.11	621	304	791	268
ENST00000267889.5	55	2	54	2
ENST00000267935.13	519	55	697	114
ENST00000267938.9	255	52	244	40
ENST00000267953.4	0	0	0	0
ENST00000267970.9	1286	228	1259	170
ENST00000267978.10	123	115	124	79
ENST00000267984.4	16	24	16	20
ENST00000268042.7	64	11	59	10
ENST00000268053.11	2	0	2	0
ENST00000268057.9	508	46	482	33
ENST00000268058.8	384	68	362	63
ENST00000268070.9	0	0	0	0
ENST00000268097.10	945	256	923	189
ENST00000268099.13	596	57	584	43
ENST00000268122.9	0	0	0	0
ENST00000268125.10	0	0	0	0
ENST00000268130.12	3	0	3	0
ENST00000268148.12	0	0	0	0
ENST00000268150.13	286	24	258	21
ENST00000268154.9	126	19	119	17
ENST00000268164.8	0	0	0	0
ENST00000268182.10	1654	1295	1613	982
ENST00000268184.11	864	186	840	141
ENST00000268206.12	445	67	566	54
ENST00000268220.12	726	258	953	209
ENST00000268231.13	0	0	0	0
ENST00000268261.9	613	82	648	71
ENST00000268281.9	18	7	17	2
ENST00000268296.9	0	0	0	0
ENST00000268379.9	1722	374	1702	280
ENST00000268383.7	840	167	819	122
ENST00000268389.6	0	0	0	0
ENST00000268459.6	0	0	0	0
ENST00000268482.8	966	317	940	241
ENST00000268483.8	244	7	235	7
ENST00000268485.7	1	0	1	0
ENST00000268533.9	4	0	4	0
ENST00000268595.3	0	0	0	0
ENST00000268603.9	327	14	312	13
ENST00000268605.11	438	89	397	69
ENST00000268638.10	0	0	0	0
ENST00000268655.5	116	12	111	6
ENST00000268661.8	1	0	0	0
ENST00000268668.11	790	299	771	213
ENST00000268679.9	0	0	0	0
ENST00000268695.10	481	51	485	43
ENST00000268699.9	202	50	192	42
ENST00000268711.4	126	8	125	4
ENST00000268712.8	1349	464	1390	360
ENST00000268717.10	1430	258	1381	196
ENST00000268719.9	136	12	135	8
ENST00000268766.11	41	15	41	11
ENST00000268797.12	99	16	93	13
ENST00000268802.10	559	145	843	157
ENST00000268835.7	550	65	519	54
ENST00000268896.10	166	14	159	9
ENST00000268919.6	0	0	0	0
ENST00000268933.8	1	0	0	0
ENST00000268989.8	190	266	172	195
ENST00000269025.9	21	2	22	1
ENST00000269033.7	220	37	208	29
ENST00000269051.9	5	2	6	2
ENST00000269053.8	0	0	0	0
ENST00000269081.8	1	0	9	0
ENST00000269097.8	856	112	842	93
ENST00000269122.8	6405	1484	6300	1118
ENST00000269127.5	0	0	0	0
ENST00000269141.8	2565	416	2491	322
ENST00000269142.10	148	16	161	13
ENST00000269143.8	1073	305	1248	228
ENST00000269159.8	605	220	571	206
ENST00000269187.10	1714	295	1641	203
ENST00000269195.5	2188	545	2079	390
ENST00000269197.12	0	0	0	0
ENST00000269202.11	0	0	0	0
ENST00000269205.7	0	0	0	0
ENST00000269209.7	144	10	124	8
ENST00000269214.10	169	36	166	30
ENST00000269216.9	174	10	171	9
ENST00000269221.8	360	36	359	20
ENST00000269228.10	1872	186	1811	129
ENST00000269260.7	337	73	311	49
ENST00000269298.10	267	34	248	28
ENST00000269299.8	4	0	4	0
ENST00000269305.8	1071	108	1054	78
ENST00000269321.12	1020	494	1004	392
ENST00000269346.9	241	16	239	14
ENST00000269373.11	546	80	537	66
ENST00000269383.8	339	61	315	52
ENST00000269385.9	289	48	284	38
ENST00000269389.8	154	7	158	4
ENST00000269391.11	5	4	4	4
ENST00000269392.8	320	81	301	60
ENST00000269394.4	0	0	0	0
ENST00000269397.9	513	117	462	100
ENST00000269439.12	15	4	15	3
ENST00000269445.10	563	48	557	38
ENST00000269466.8	82	2	80	2
ENST00000269499.10	293	50	266	36
ENST00000269503.9	0	0	0	0
ENST00000269571.9	905	219	864	177
ENST00000269576.6	157	11	138	8
ENST00000269582.3	0	0	0	0
ENST00000269586.12	0	0	0	0
ENST00000269593.5	1163	901	1122	727
ENST00000269601.10	451	164	472	140
ENST00000269701.7	479	92	481	74
ENST00000269703.8	0	0	0	0
ENST00000269740.9	307	37	275	30
ENST00000269829.5	219	37	168	20
ENST00000269834.1	0	0	0	0
ENST00000269856.5	182	51	316	56
ENST00000269878.8	0	0	0	0
ENST00000269881.8	0	0	0	0
ENST00000269886.7	779	216	808	195
ENST00000269919.11	41	3	41	3
ENST00000269945.8	0	0	0	0
ENST00000269967.4	330	55	319	40
ENST00000269973.10	78	15	41	7
ENST00000269980.7	24	7	24	5
ENST00000270001.12	63	9	38	5
ENST00000270061.12	125	53	208	54
ENST00000270066.11	324	50	312	44
ENST00000270077.8	1	2	0	0
ENST00000270112.7	13	0	12	0
ENST00000270115.8	6	1	5	1
ENST00000270139.8	667	81	639	58
ENST00000270142.11	964	338	986	260
ENST00000270162.8	3	0	1	0
ENST00000270172.7	1	0	1	0
ENST00000270176.10	863	303	848	243
ENST00000270223.7	181	25	174	19
ENST00000270225.12	1106	353	1326	312
ENST00000270233.12	289	75	279	61
ENST00000270235.9	0	0	0	0
ENST00000270257.9	142	10	151	8
ENST00000270310.7	0	0	0	0
ENST00000270349.12	0	0	0	0
ENST00000270357.10	118	64	120	55
ENST00000270458.2	0	0	0	0
ENST00000270460.11	633	305	551	241
ENST00000270502.7	197	47	187	42
ENST00000270517.12	262	83	252	75
ENST00000270538.8	686	179	649	131
ENST00000270560.4	15	0	13	0
ENST00000270570.8	296	8	287	6
ENST00000270583.10	326	146	321	112
ENST00000270586.8	967	356	955	265
ENST00000270590.4	0	0	0	0
ENST00000270593.2	0	0	0	0
ENST00000270625.7	722	795	1092	791
ENST00000270631.2	0	0	0	0
ENST00000270642.8	0	0	0	0
ENST00000270645.8	272	39	253	29
ENST00000270649.11	176	19	115	5
ENST00000270708.12	359	34	344	29
ENST00000270722.10	0	0	0	0
ENST00000270747.8	132	12	121	11
ENST00000270776.13	1518	473	1980	445
ENST00000270792.10	387	79	397	68
ENST00000270800.2	6	2	6	2
ENST00000270815.5	195	21	190	15
ENST00000270824.1	64	20	60	14
ENST00000270861.10	465	74	456	62
ENST00000270879.8	0	0	0	0
ENST00000271002.14	509	41	470	28
ENST00000271064.12	368	56	360	40
ENST00000271227.11	26	1	25	1
ENST00000271277.11	859	114	812	87
ENST00000271308.9	1138	194	1133	139
ENST00000271331.4	0	0	0	0
ENST00000271332.4	114	37	111	19
ENST00000271373.9	327	42	319	33
ENST00000271375.7	503	10	502	8
ENST00000271417.8	0	0	0	0
ENST00000271452.8	928	104	873	73
ENST00000271526.9	726	188	700	133
ENST00000271532.2	0	0	0	0
ENST00000271588.9	79	2	78	1
ENST00000271620.8	377	46	379	37
ENST00000271628.9	789	173	1187	193
ENST00000271636.12	8	13	8	11
ENST00000271638.3	654	171	825	153
ENST00000271640.9	944	155	922	115
ENST00000271643.8	31	4	29	4
ENST00000271651.8	0	0	0	0
ENST00000271688.10	1329	367	1299	263
ENST00000271690.12	224	88	566	140
ENST00000271715.7	904	130	881	100
ENST00000271732.8	489	36	499	30
ENST00000271764.7	528	125	523	105
ENST00000271835.3	0	0	0	0
ENST00000271843.9	426	128	209	40
ENST00000271857.6	134	14	132	14
ENST00000271889.8	156	30	156	27
ENST00000271915.9	1	1	1	0
ENST00000271971.7	1	0	1	0
ENST00000272065.10	554	151	686	133
ENST00000272091.8	531	34	529	28
ENST00000272133.4	0	0	0	0
ENST00000272134.5	0	0	0	0
ENST00000272139.5	266	69	246	52
ENST00000272164.6	10	0	9	0
ENST00000272190.9	0	0	0	0
ENST00000272217.7	356	24	337	15
ENST00000272223.3	6	0	5	0
ENST00000272224.5	0	0	0	0
ENST00000272227.8	2209	862	2128	531
ENST00000272233.6	869	513	775	349
ENST00000272252.10	307	34	307	27
ENST00000272286.4	0	0	0	0
ENST00000272317.10	35	63	147	92
ENST00000272321.12	102	8	100	4
ENST00000272324.10	0	0	0	0
ENST00000272342.6	349	49	332	35
ENST00000272348.7	45	45	527	206
ENST00000272367.7	0	0	0	0
ENST00000272369.14	386	25	375	19
ENST00000272371.7	1	0	1	0
ENST00000272395.3	0	0	0	0
ENST00000272418.7	844	179	965	141
ENST00000272424.11	516	54	504	34
ENST00000272425.4	0	0	0	0
ENST00000272427.11	616	59	609	43
ENST00000272430.10	127	30	123	19
ENST00000272433.7	82	16	81	7
ENST00000272438.9	49	4	49	5
ENST00000272444.7	544	41	536	28
ENST00000272452.7	0	0	0	0
ENST00000272462.3	1	0	29	0
ENST00000272519.10	385	41	382	37
ENST00000272520.4	0	0	0	0
ENST00000272542.8	850	125	840	93
ENST00000272638.14	1024	192	1005	147
ENST00000272641.4	54	6	48	2
ENST00000272645.9	284	14	318	13
ENST00000272647.10	271	40	266	32
ENST00000272732.11	390	54	390	37
ENST00000272748.9	606	34	595	23
ENST00000272771.10	12	0	13	0
ENST00000272793.10	868	82	835	68
ENST00000272845.10	0	0	0	0
ENST00000272847.6	10	0	7	0
ENST00000272852.4	0	0	0	0
ENST00000272895.12	0	1	0	0
ENST00000272902.10	576	55	560	37
ENST00000272928.4	1511	326	1412	246
ENST00000272937.10	16	4	16	4
ENST00000273047.9	452	41	531	32
ENST00000273062.6	236	56	215	45
ENST00000273064.10	651	42	629	28
ENST00000273067.5	0	0	0	0
ENST00000273077.9	261	39	314	36
ENST00000273130.9	950	122	1002	96
ENST00000273139.13	331	19	167	7
ENST00000273153.10	254	61	241	50
ENST00000273173.4	0	0	0	0
ENST00000273179.10	170	31	164	14
ENST00000273183.7	253	45	255	33
ENST00000273221.8	262	48	245	37
ENST00000273258.4	885	128	872	105
ENST00000273261.7	464	81	441	60
ENST00000273283.7	0	1	0	0
ENST00000273286.6	0	0	0	0
ENST00000273308.9	686	222	663	171
ENST00000273317.5	373	56	339	35
ENST00000273320.7	39	7	25	0
ENST00000273347.10	369	69	357	60
ENST00000273352.8	0	0	0	0
ENST00000273353.4	1	1	1	1
ENST00000273359.8	468	38	455	27
ENST00000273371.9	0	0	0	0
ENST00000273375.8	334	28	333	21
ENST00000273390.9	0	0	0	0
ENST00000273398.8	1757	157	1733	120
ENST00000273480.4	203	75	292	74
ENST00000273550.12	124	619	1117	2911
ENST00000273588.9	0	0	0	0
ENST00000273590.3	136	3	130	2
ENST00000273596.8	302	62	295	50
ENST00000273598.8	20	2	30	3
ENST00000273610.4	1	9	1	9
ENST00000273666.10	59	3	57	3
ENST00000273668.7	45	5	42	4
ENST00000273695.4	0	0	0	0
ENST00000273739.9	72	8	69	8
ENST00000273814.8	42	17	40	14
ENST00000273853.11	238	20	351	18
ENST00000273854.7	1470	138	1384	93
ENST00000273857.9	1	0	1	0
ENST00000273859.8	487	88	469	60
ENST00000273861.5	56	3	54	2
ENST00000273905.7	0	0	0	0
ENST00000273920.8	517	38	559	34
ENST00000273936.6	0	0	0	0
ENST00000273951.13	0	0	0	0
ENST00000273962.7	277	17	281	13
ENST00000273963.10	306	43	304	29
ENST00000273968.5	236	27	120	10
ENST00000273986.10	348	18	446	20
ENST00000273990.6	6	0	6	0
ENST00000274000.10	255	12	252	10
ENST00000274008.5	882	33	871	27
ENST00000274024.4	2	0	2	0
ENST00000274031.7	536	60	537	41
ENST00000274054.3	646	36	611	30
ENST00000274063.5	0	0	0	0
ENST00000274065.9	6	0	1738	1305
ENST00000274093.8	3	0	2	0
ENST00000274137.10	778	641	782	527
ENST00000274140.10	3320	1030	3230	783
ENST00000274181.7	140	29	130	20
ENST00000274192.7	262	67	332	50
ENST00000274217.4	727	92	726	69
ENST00000274242.10	426	1107	879	1368
ENST00000274255.11	1405	194	1385	146
ENST00000274276.8	1904	137	1859	99
ENST00000274278.8	0	0	0	0
ENST00000274289.8	1143	192	1122	141
ENST00000274306.7	0	0	0	0
ENST00000274311.3	859	182	817	140
ENST00000274341.9	6	0	6	0
ENST00000274353.10	0	0	0	0
ENST00000274361.3	3	0	2	0
ENST00000274364.11	40	10	39	9
ENST00000274368.9	0	0	0	0
ENST00000274382.9	0	0	0	0
ENST00000274400.9	21	4	0	1
ENST00000274432.13	1	0	1	0
ENST00000274457.5	417	17	403	12
ENST00000274458.9	408	24	413	17
ENST00000274487.9	0	0	0	0
ENST00000274496.10	800	59	779	40
ENST00000274498.9	51	10	48	8
ENST00000274507.6	0	1	0	1
ENST00000274520.2	0	0	0	0
ENST00000274532.7	0	0	0	0
ENST00000274545.10	0	0	0	0
ENST00000274547.6	1	0	1	0
ENST00000274565.5	2	0	2	0
ENST00000274569.9	138	10	134	9
ENST00000274576.9	0	0	0	0
ENST00000274599.9	105	43	62	27
ENST00000274605.6	74	33	70	26
ENST00000274606.8	352	106	631	154
ENST00000274625.6	5	0	5	0
ENST00000274629.9	4	0	4	0
ENST00000274643.9	0	0	0	0
ENST00000274673.8	0	0	0	0
ENST00000274695.8	613	12	582	12
ENST00000274710.4	0	0	0	0
